type,microsite,url,sale,rent,datetime,agent_url
1,False,Private Seller Sally Barennes,1,0,2020-01-29 21:45:31.658951,https://www.rightmove.co.uk/overseas-property/estate-agents/Private-Seller/Sally-Barennes-218483.html
2,False,Paul Fosh Auctions South Wales,10,0,2020-01-29 21:45:31.794589,https://www.rightmove.co.uk/estate-agents/agent/Paul-Fosh-Auctions/South-Wales-218492.html
0,False,PMG Cardiff LTD Cardiff,0,6,2020-01-29 21:45:32.162605,https://www.rightmove.co.uk/estate-agents/agent/PMG-Cardiff-LTD/Cardiff-218465.html
1,False,Prime House Torremolinos,21,0,2020-01-29 21:45:32.226435,https://www.rightmove.co.uk/overseas-property/estate-agents/Prime-House/Torremolinos-218459.html
0,True,Samuel Makepeace Milton Ltd Stoke On Trent,70,0,2020-01-29 21:45:32.575502,https://www.rightmove.co.uk/estate-agents/agent/Samuel-Makepeace-Milton-Ltd/Stoke-On-Trent-218456.html
1,False,Private Seller Blanche Hampton,1,0,2020-01-29 21:45:32.768985,https://www.rightmove.co.uk/overseas-property/estate-agents/Private-Seller/Blanche-Hampton-218432.html
0,False,Waterman Exclusive Gravesend,10,0,2020-01-29 21:45:32.828825,https://www.rightmove.co.uk/estate-agents/agent/Waterman-Exclusive/Gravesend-218438.html
1,False,Private Seller Harmeet Singh Sanghera,1,0,2020-01-29 21:45:32.970446,https://www.rightmove.co.uk/overseas-property/estate-agents/Private-Seller/Harmeet-Singh-Sanghera-218429.html
1,False,Lewin and Carr Inc Realtors Onancock,36,0,2020-01-29 21:45:33.043251,https://www.rightmove.co.uk/overseas-property/estate-agents/Lewin-and-Carr-Inc-Realtors/Onancock-218423.html
1,False,Spanish Best Homes San Javier,45,0,2020-01-29 21:45:33.261698,https://www.rightmove.co.uk/overseas-property/estate-agents/Spanish-Best-Homes/San-Javier-218498.html
2,False,Sheldon Bosley Knight Warwickshire,10,51,2020-01-29 21:45:33.293611,https://www.rightmove.co.uk/estate-agents/agent/Sheldon-Bosley-Knight/Warwickshire-218501.html
0,True,Albury & Hall Canford Cliffs Canford Cliffs,5,0,2020-01-29 21:45:33.581841,https://www.rightmove.co.uk/estate-agents/agent/Albury-and-Hall-Canford-Cliffs/Canford-Cliffs-218408.html
2,False,Kelly International Transport Limited Kent,0,1,2020-01-29 21:45:34.159298,https://www.rightmove.co.uk/estate-agents/agent/Kelly-International-Transport-Limited/Kent-218366.html
0,False,Twenty Twenty Property Silverton,0,0,2020-01-29 21:45:34.339816,https://www.rightmove.co.uk/estate-agents/agent/Twenty-Twenty-Property/Silverton-218351.html
1,False,Private Seller Anna Dodd,1,0,2020-01-29 21:45:34.698876,https://www.rightmove.co.uk/overseas-property/estate-agents/Private-Seller/Anna-Dodd-218315.html
1,False,Private Seller Mr Krahl,1,0,2020-01-29 21:45:35.041958,https://www.rightmove.co.uk/overseas-property/estate-agents/Private-Seller/Mr-Krahl-218312.html
1,False,Private Seller Mark Cotton,1,0,2020-01-29 21:45:35.067890,https://www.rightmove.co.uk/overseas-property/estate-agents/Private-Seller/Mark-Cotton-218318.html
1,False,Private Seller Kleiber,1,0,2020-01-29 21:45:35.531650,https://www.rightmove.co.uk/overseas-property/estate-agents/Private-Seller/Kleiber-218291.html
1,False,Private Seller An Englishman in Greece,1,0,2020-01-29 21:45:35.739095,https://www.rightmove.co.uk/overseas-property/estate-agents/Private-Seller/An-Englishman-in-Greece-218282.html
0,False,Century 21 Hampton,12,6,2020-01-29 21:45:35.774999,https://www.rightmove.co.uk/estate-agents/agent/Century-21/Hampton-218405.html
0,False,Normie & Co Whitefield,0,27,2020-01-29 21:45:35.829852,https://www.rightmove.co.uk/estate-agents/agent/Normie-and-Co/Whitefield-218285.html
1,False,Alleyne Real Estate Weston,16,0,2020-01-29 21:45:36.098135,https://www.rightmove.co.uk/overseas-property/estate-agents/Alleyne-Real-Estate/Weston-218270.html
0,False,Fine & Country Stroud,3,0,2020-01-29 21:45:36.328519,https://www.rightmove.co.uk/estate-agents/agent/Fine-and-Country/Stroud-218297.html
1,False,Sarl Nicolas Pisani Real Estate Beaulieu sur mer,26,0,2020-01-29 21:45:36.500061,https://www.rightmove.co.uk/overseas-property/estate-agents/Sarl-Nicolas-Pisani-Real-Estate/Beaulieu-sur-mer-218261.html
0,False,Marco Harris Southampton,5,28,2020-01-29 21:45:36.647666,https://www.rightmove.co.uk/estate-agents/agent/Marco-Harris/Southampton-218294.html
0,False,CRM Students Louise  House,0,1,2020-01-29 21:45:36.759369,https://www.rightmove.co.uk/estate-agents/agent/CRM-Students/Louise-House-218243.html
0,True,Auction House South Yorkshire,2,0,2020-01-29 21:45:36.998728,https://www.rightmove.co.uk/estate-agents/agent/Auction-House/South-Yorkshire-218234.html
1,False,BG Hot Property Plovdiv,46,0,2020-01-29 21:45:37.035629,https://www.rightmove.co.uk/overseas-property/estate-agents/BG-Hot-Property/Plovdiv-218231.html
0,False,Savills Lettings Baker Street,0,9,2020-01-29 21:45:37.123395,https://www.rightmove.co.uk/estate-agents/agent/Savills-Lettings/Baker-Street-218222.html
1,False,Costasol Properties Puerto Banus,1,0,2020-01-29 21:45:37.262024,https://www.rightmove.co.uk/overseas-property/estate-agents/Costasol-Properties/Puerto-Banus-218219.html
0,False,Savills Lettings Northern Quarter,0,15,2020-01-29 21:45:37.335827,https://www.rightmove.co.uk/estate-agents/agent/Savills-Lettings/Northern-Quarter-218225.html
1,False,Tops Immobilier Sanvensa,29,0,2020-01-29 21:45:37.484430,https://www.rightmove.co.uk/overseas-property/estate-agents/Tops-Immobilier/Sanvensa-218213.html
0,False,Savills Lettings Faygate,0,12,2020-01-29 21:45:37.526318,https://www.rightmove.co.uk/estate-agents/agent/Savills-Lettings/Faygate-218204.html
1,False,Cabinet de France sas Glux en Glenne,375,0,2020-01-29 21:45:37.632035,https://www.rightmove.co.uk/overseas-property/estate-agents/Cabinet-de-France-sas/Glux-en-Glenne-218201.html
0,False,Savills Lettings North Acton,0,6,2020-01-29 21:45:37.690878,https://www.rightmove.co.uk/estate-agents/agent/Savills-Lettings/North-Acton-218198.html
0,False,Property Trader Ayr,11,0,2020-01-29 21:45:38.138680,https://www.rightmove.co.uk/estate-agents/agent/Property-Trader/Ayr-218186.html
1,False,Private Seller Natacha Fernandes,1,0,2020-01-29 21:45:38.189548,https://www.rightmove.co.uk/overseas-property/estate-agents/Private-Seller/Natacha-Fernandes-218192.html
0,True,Karl Tatler Estate Agents Wallasey,0,3,2020-01-29 21:45:38.349118,https://www.rightmove.co.uk/estate-agents/agent/Karl-Tatler-Estate-Agents/Wallasey-218180.html
0,True,Hayward Fox Lymington - Lettings,0,16,2020-01-29 21:45:38.577508,https://www.rightmove.co.uk/estate-agents/agent/Hayward-Fox/Lymington---Lettings-218183.html
1,False,Sarl Nicolas Pisani Real Estate Villefranche sur mer,30,0,2020-01-29 21:45:38.715140,https://www.rightmove.co.uk/overseas-property/estate-agents/Sarl-Nicolas-Pisani-Real-Estate/Villefranche-sur-mer-218267.html
0,False,Unipol Housing Nottingham,0,16,2020-01-29 21:45:38.745060,https://www.rightmove.co.uk/estate-agents/agent/Unipol-Housing/Nottingham-218168.html
2,False,Bridge House Marina & Caravan Park Preston,0,1,2020-01-29 21:45:38.801908,https://www.rightmove.co.uk/estate-agents/agent/Bridge-House-Marina-and-Caravan-Park/Preston-218150.html
2,False,Savills West End Offices,0,29,2020-01-29 21:45:39.415268,https://www.rightmove.co.uk/estate-agents/agent/Savills/West-End-Offices-218165.html
0,False,Benwell Daykin Estate Agents Ruddington,5,3,2020-01-29 21:45:39.458154,https://www.rightmove.co.uk/estate-agents/agent/Benwell-Daykin-Estate-Agents/Ruddington-218159.html
2,False,Henry H Bletsoe & Son LLP Kettering,2,0,2020-01-29 21:45:39.616729,https://www.rightmove.co.uk/estate-agents/agent/Henry-H-Bletsoe-and-Son-LLP/Kettering-218171.html
1,False,Private Seller Richard James Carpenter,1,0,2020-01-29 21:45:39.833153,https://www.rightmove.co.uk/overseas-property/estate-agents/Private-Seller/Richard-James-Carpenter-218102.html
1,False,Mv Properties Ithaki,60,0,2020-01-29 21:45:39.869055,https://www.rightmove.co.uk/overseas-property/estate-agents/Mv-Properties/Ithaki-218120.html
0,False,Gilson Gray LLP Edinburgh - Lettings,0,18,2020-01-29 21:45:39.939866,https://www.rightmove.co.uk/estate-agents/agent/Gilson-Gray-LLP/Edinburgh---Lettings-218093.html
1,False,ReMax Beach Homes Alicante,30,0,2020-01-29 21:45:40.198175,https://www.rightmove.co.uk/overseas-property/estate-agents/ReMax-Beach-Homes/Alicante-218084.html
0,False,Clockwork Property Hereford,0,1,2020-01-29 21:45:40.413599,https://www.rightmove.co.uk/estate-agents/agent/Clockwork-Property/Hereford-218072.html
1,False,Private Seller Bradley Carden Jones,1,0,2020-01-29 21:45:40.439531,https://www.rightmove.co.uk/overseas-property/estate-agents/Private-Seller/Bradley-Carden-Jones-218099.html
0,False,Chancellors Henley New Homes Lettings,0,4,2020-01-29 21:45:40.580155,https://www.rightmove.co.uk/estate-agents/agent/Chancellors/Henley-New-Homes-Lettings-218066.html
0,True,Cox & Company Hove,0,0,2020-01-29 21:45:40.755685,https://www.rightmove.co.uk/estate-agents/agent/Cox-and-Company/Hove-218057.html
0,False,Liddington Letting & Property Management Ltd Gloucester,33,0,2020-01-29 21:45:41.109739,https://www.rightmove.co.uk/estate-agents/agent/Liddington-Letting-and-Property-Management-Ltd/Gloucester-218090.html
0,False,Nicholson's Estate Agents Retford,22,0,2020-01-29 21:45:41.181547,https://www.rightmove.co.uk/estate-agents/agent/Nicholsons-Estate-Agents/Retford-218060.html
1,False,Leggett Immobilier France 4,3576,0,2020-01-29 21:45:41.503686,https://www.rightmove.co.uk/overseas-property/estate-agents/Leggett-Immobilier/France-4-218033.html
0,False,LPC Residential Salford,7,0,2020-01-29 21:45:41.568512,https://www.rightmove.co.uk/estate-agents/agent/LPC-Residential/Salford-218039.html
1,False,Leggett Immobilier France 2,3636,0,2020-01-29 21:45:41.869707,https://www.rightmove.co.uk/overseas-property/estate-agents/Leggett-Immobilier/France-2-218021.html
1,False,Leggett Immobilier France 3,3564,0,2020-01-29 21:45:42.019307,https://www.rightmove.co.uk/overseas-property/estate-agents/Leggett-Immobilier/France-3-218030.html
0,False,Crown Home Buying & Letting London,2,23,2020-01-29 21:45:42.100091,https://www.rightmove.co.uk/estate-agents/agent/Crown-Home-Buying-and-Letting/London-218051.html
0,True,White & Guard Estate Agents Eastleigh,21,0,2020-01-29 21:45:42.176887,https://www.rightmove.co.uk/estate-agents/agent/White-and-Guard-Estate-Agents/Eastleigh-218015.html
0,False,Dales & Peaks Matlock,48,6,2020-01-29 21:45:42.272630,https://www.rightmove.co.uk/estate-agents/agent/Dales-and-Peaks/Matlock-218036.html
2,False,Sweet Tree London,0,1,2020-01-29 21:45:42.325489,https://www.rightmove.co.uk/estate-agents/agent/Sweet-Tree/London-217997.html
0,False,365 Residential Soham,0,13,2020-01-29 21:45:42.378378,https://www.rightmove.co.uk/estate-agents/agent/365-Residential/Soham-218000.html
2,False,The Mushroom Hub London,0,1,2020-01-29 21:45:42.429242,https://www.rightmove.co.uk/estate-agents/agent/The-Mushroom-Hub/London-218003.html
1,False,Leggett Immobilier France 1,3602,0,2020-01-29 21:45:42.683610,https://www.rightmove.co.uk/overseas-property/estate-agents/Leggett-Immobilier/France-1-218018.html
1,False,Private Seller Carlo Bughi,1,0,2020-01-29 21:45:43.217185,https://www.rightmove.co.uk/overseas-property/estate-agents/Private-Seller/Carlo-Bughi-217964.html
1,False,Private Seller Valmar Laas,1,0,2020-01-29 21:45:43.255083,https://www.rightmove.co.uk/overseas-property/estate-agents/Private-Seller/Valmar-Laas-217967.html
1,False,Private Seller Rupert Bevan,1,0,2020-01-29 21:45:43.351825,https://www.rightmove.co.uk/overseas-property/estate-agents/Private-Seller/Rupert-Bevan-217958.html
0,False,Annafield Estate Agents & Property Management Buckden,8,0,2020-01-29 21:45:43.879414,https://www.rightmove.co.uk/estate-agents/agent/Annafield-Estate-Agents-and-Property-Management/Buckden-217919.html
1,False,IDIMMO IDIMMO JOURDAN Sandrine,0,0,2020-01-29 21:45:44.035995,https://www.rightmove.co.uk/overseas-property/estate-agents/IDIMMO/IDIMMO-JOURDAN-Sandrine-217907.html
0,True,College & County ltd Thame - Sales,3,0,2020-01-29 21:45:44.062924,https://www.rightmove.co.uk/estate-agents/agent/College-and-County-ltd/Thame---Sales-217925.html
0,False,Rampton Baseley Balham,0,0,2020-01-29 21:45:44.100823,https://www.rightmove.co.uk/estate-agents/agent/Rampton-Baseley/Balham-218114.html
2,False,Brackenridge Hanson Tate Limited Leeds,3,31,2020-01-29 21:45:44.203548,https://www.rightmove.co.uk/estate-agents/agent/Brackenridge-Hanson-Tate-Limited/Leeds-217970.html
0,False,Moneyproperties Attleborough,10,0,2020-01-29 21:45:44.342177,https://www.rightmove.co.uk/estate-agents/agent/Moneyproperties/Attleborough-217874.html
0,False,Connect-UK Auctions - Crawley,15,0,2020-01-29 21:45:44.422961,https://www.rightmove.co.uk/estate-agents/agent/Connect-UK/Auctions---Crawley-217880.html
2,False,JKS Manchester,0,1,2020-01-29 21:45:44.457868,https://www.rightmove.co.uk/estate-agents/agent/JKS/Manchester-217877.html
0,False,Holden Estate Agents Tiptree,8,0,2020-01-29 21:45:44.968580,https://www.rightmove.co.uk/estate-agents/agent/Holden-Estate-Agents/Tiptree-217859.html
0,False,Michael Anthony New Homes Bletchley,0,0,2020-01-29 21:45:45.080280,https://www.rightmove.co.uk/estate-agents/agent/Michael-Anthony-New-Homes/Bletchley-217862.html
1,False,TUC IMMO Le Tuc  PUY EN VELAY,0,0,2020-01-29 21:45:45.142115,https://www.rightmove.co.uk/overseas-property/estate-agents/TUC-IMMO/Le-Tuc-PUY-EN-VELAY-217898.html
1,False,Prestige Properties Florence,56,0,2020-01-29 21:45:45.189987,https://www.rightmove.co.uk/overseas-property/estate-agents/Prestige-Properties/Florence-217853.html
0,True,Henry's Estate Agents Biggleswade,1,0,2020-01-29 21:45:45.219908,https://www.rightmove.co.uk/estate-agents/agent/Henrys-Estate-Agents/Biggleswade-217850.html
1,False,Terraços de Quarteira II Terracos de Quarteira II,0,0,2020-01-29 21:45:45.476221,https://www.rightmove.co.uk/overseas-property/estate-agents/Terraos-de-Quarteira-II/Terracos-de-Quarteira-II-217841.html
0,False,JB Student Lettings Canterbury,0,0,2020-01-29 21:45:45.551022,https://www.rightmove.co.uk/estate-agents/agent/JB-Student-Lettings/Canterbury-217847.html
0,False,Veritas Homes Ltd Solihull,13,0,2020-01-29 21:45:45.836259,https://www.rightmove.co.uk/estate-agents/agent/Veritas-Homes-Ltd/Solihull-217832.html
0,False,MOVUNO LIMITED Atherton,0,0,2020-01-29 21:45:45.868174,https://www.rightmove.co.uk/estate-agents/agent/MOVUNO-LIMITED/Atherton-217829.html
1,False,Private Seller Daniil Piankov,1,0,2020-01-29 21:45:46.610190,https://www.rightmove.co.uk/overseas-property/estate-agents/Private-Seller/Daniil-Piankov-217787.html
1,False,Private Seller Sally Searles,1,0,2020-01-29 21:45:46.641108,https://www.rightmove.co.uk/overseas-property/estate-agents/Private-Seller/Sally-Searles-217784.html
0,False,Fresh Student Living Newcastle Upon Tyne,0,8,2020-01-29 21:45:46.705934,https://www.rightmove.co.uk/estate-agents/agent/Fresh-Student-Living/Newcastle-Upon-Tyne-217811.html
1,False,McDonnell Properties Wicklow,7,0,2020-01-29 21:45:46.878473,https://www.rightmove.co.uk/overseas-property/estate-agents/McDonnell-Properties/Wicklow-217769.html
1,False,Private Seller Mr McHugh,1,0,2020-01-29 21:45:46.945295,https://www.rightmove.co.uk/overseas-property/estate-agents/Private-Seller/Mr-McHugh-217778.html
1,False,TORSTEN GÖRLICH IMMOBILIEN Berlin,7,0,2020-01-29 21:45:47.010121,https://www.rightmove.co.uk/overseas-property/estate-agents/TORSTEN-GRLICH-IMMOBILIEN/Berlin-217766.html
1,False,Christie & Co Christie&CO Spain&Portugal,0,0,2020-01-29 21:45:47.079935,https://www.rightmove.co.uk/overseas-property/estate-agents/Christie-and-Co/ChristieandCO-SpainandPortugal-217760.html
1,False,Private Seller Etienne P.R. Spee,1,0,2020-01-29 21:45:47.189642,https://www.rightmove.co.uk/overseas-property/estate-agents/Private-Seller/Etienne-PR-Spee-217835.html
0,True,CLS Property Rayleigh,9,0,2020-01-29 21:45:47.272421,https://www.rightmove.co.uk/estate-agents/agent/CLS-Property/Rayleigh-217772.html
2,False,Accommodation Centre Manchester Commercial,0,0,2020-01-29 21:45:47.367167,https://www.rightmove.co.uk/estate-agents/agent/Accommodation-Centre/Manchester-Commercial-217751.html
0,False,Heartwood Homes St Albans,2,0,2020-01-29 21:45:47.466901,https://www.rightmove.co.uk/estate-agents/agent/Heartwood-Homes/St-Albans-217763.html
1,False,Christie & Co Christie&CO France,1,0,2020-01-29 21:45:47.887791,https://www.rightmove.co.uk/overseas-property/estate-agents/Christie-and-Co/ChristieandCO-France-217742.html
1,False,FBL Central Inmobiliaria S.L Murcia,59,0,2020-01-29 21:45:48.133135,https://www.rightmove.co.uk/overseas-property/estate-agents/FBL-Central-Inmobiliaria-SL/Murcia-217748.html
0,False,Kai Carter Estates Newbury,3,0,2020-01-29 21:45:48.406419,https://www.rightmove.co.uk/estate-agents/agent/Kai-Carter-Estates/Newbury-217724.html
1,False,Isqm Real Estate Athens,41,0,2020-01-29 21:45:48.439331,https://www.rightmove.co.uk/overseas-property/estate-agents/Isqm-Real-Estate/Athens-217727.html
0,False,Redwing Living Limited Plaza 1821,0,5,2020-01-29 21:45:48.605886,https://www.rightmove.co.uk/estate-agents/agent/Redwing-Living-Limited/Plaza-1821-217712.html
1,False,Private Seller Naira Mnatsakanova,0,0,2020-01-29 21:45:48.671709,https://www.rightmove.co.uk/overseas-property/estate-agents/Private-Seller/Naira-Mnatsakanova-217709.html
1,False,Private Seller John Wathuta,1,0,2020-01-29 21:45:48.740526,https://www.rightmove.co.uk/overseas-property/estate-agents/Private-Seller/John-Wathuta-217706.html
1,False,Private Seller Andre Dusi,1,0,2020-01-29 21:45:48.884143,https://www.rightmove.co.uk/overseas-property/estate-agents/Private-Seller/Andre-Dusi-217703.html
1,False,Private Seller Shanel Kemal,1,0,2020-01-29 21:45:49.018782,https://www.rightmove.co.uk/overseas-property/estate-agents/Private-Seller/Shanel-Kemal-217694.html
0,False,Northwood Oldham Lettings,0,4,2020-01-29 21:45:49.153422,https://www.rightmove.co.uk/estate-agents/agent/Northwood/Oldham-Lettings-217955.html
0,False,Waterfords Yateley,0,8,2020-01-29 21:45:49.206280,https://www.rightmove.co.uk/estate-agents/agent/Waterfords/Yateley-217691.html
1,False,Private Seller Georgeta Claudia Lazar,1,0,2020-01-29 21:45:49.237198,https://www.rightmove.co.uk/overseas-property/estate-agents/Private-Seller/Georgeta-Claudia-Lazar-217688.html
0,False,Housesimple.com Midlands,3,0,2020-01-29 21:45:49.531412,https://www.rightmove.co.uk/estate-agents/agent/Housesimplecom/Midlands-217685.html
0,False,RMPlus NCC Brand RMPlus NCC Branch,0,0,2020-01-29 21:45:49.556345,https://www.rightmove.co.uk/estate-agents/agent/RMPlus-NCC-Brand/RMPlus-NCC-Branch-217721.html
2,False,PMW Property Ashbourne,1,9,2020-01-29 21:45:49.722900,https://www.rightmove.co.uk/estate-agents/agent/PMW-Property/Ashbourne-217700.html
0,False,Waterfords Chobham,0,0,2020-01-29 21:45:49.751823,https://www.rightmove.co.uk/estate-agents/agent/Waterfords/Chobham-217682.html
2,False,Neutral Territory Suffolk,0,0,2020-01-29 21:45:49.920372,https://www.rightmove.co.uk/estate-agents/agent/Neutral-Territory/Suffolk-217670.html
1,False,Christie & Co Christie&CO Austria,0,0,2020-01-29 21:45:49.981210,https://www.rightmove.co.uk/overseas-property/estate-agents/Christie-and-Co/ChristieandCO-Austria-217733.html
1,False,Private Seller Marie-Louise Schlemm,1,0,2020-01-29 21:45:50.656405,https://www.rightmove.co.uk/overseas-property/estate-agents/Private-Seller/Marie-Louise-Schlemm-217637.html
1,False,Private Seller Alistair and Yolanda Fairclough 2,1,0,2020-01-29 21:45:51.140111,https://www.rightmove.co.uk/overseas-property/estate-agents/Private-Seller/Alistair-and-Yolanda-Fairclough-2-217631.html
1,False,THE SPANISH BRICK Valencia,35,0,2020-01-29 21:45:51.571958,https://www.rightmove.co.uk/overseas-property/estate-agents/THE-SPANISH-BRICK/Valencia-217604.html
2,False,Armadillo Self Storage Armadillo Daventry,0,1,2020-01-29 21:45:51.653739,https://www.rightmove.co.uk/estate-agents/agent/Armadillo-Self-Storage/Armadillo-Daventry-217640.html
2,False,Armadillo Self Storage Armadillo Liverpool Aintree,0,1,2020-01-29 21:45:51.709589,https://www.rightmove.co.uk/estate-agents/agent/Armadillo-Self-Storage/Armadillo-Liverpool-Aintree-217643.html
1,False,Private Seller Maria Lima da Costa and Fernando Jaime,1,0,2020-01-29 21:45:51.869163,https://www.rightmove.co.uk/overseas-property/estate-agents/Private-Seller/Maria-Lima-da-Costa-and-Fernando-Jaime-217601.html
1,False,Private Seller Jennifer and Kate Farmer,1,0,2020-01-29 21:45:51.905068,https://www.rightmove.co.uk/overseas-property/estate-agents/Private-Seller/Jennifer-and-Kate-Farmer-217667.html
2,False,Sheffield Property To Let Sheffield,0,1,2020-01-29 21:45:52.081596,https://www.rightmove.co.uk/estate-agents/agent/Sheffield-Property-To-Let/Sheffield-217595.html
2,False,Maguire Jackson Birmingham,9,17,2020-01-29 21:45:52.538374,https://www.rightmove.co.uk/estate-agents/agent/Maguire-Jackson/Birmingham-217673.html
1,False,Private Seller Patrick Bugler,1,0,2020-01-29 21:45:52.565301,https://www.rightmove.co.uk/overseas-property/estate-agents/Private-Seller/Patrick-Bugler-217577.html
0,False,A P Morgan Estate Agents Halesowen Online,2,0,2020-01-29 21:45:52.861511,https://www.rightmove.co.uk/estate-agents/agent/A-P-Morgan-Estate-Agents/Halesowen-Online-217562.html
1,False,Lanka Island Properties Galle,34,0,2020-01-29 21:45:52.945286,https://www.rightmove.co.uk/overseas-property/estate-agents/Lanka-Island-Properties/Galle-217568.html
2,False,Virdee Auto Centre Virdee Auto Centre,0,1,2020-01-29 21:45:53.045020,https://www.rightmove.co.uk/estate-agents/agent/Virdee-Auto-Centre/Virdee-Auto-Centre-217550.html
0,False,GR ESTATES Eston,11,0,2020-01-29 21:45:53.147745,https://www.rightmove.co.uk/estate-agents/agent/GR-ESTATES/Eston-217556.html
1,False,Capitol Estate Antalya,498,0,2020-01-29 21:45:53.257452,https://www.rightmove.co.uk/overseas-property/estate-agents/Capitol-Estate/Antalya-217589.html
0,False,Country & Equestrian from Moores Oakham,16,0,2020-01-29 21:45:53.397078,https://www.rightmove.co.uk/estate-agents/agent/Country-and-Equestrian-from-Moores/Oakham-217565.html
1,False,Private Seller Carlo Valli,1,0,2020-01-29 21:45:53.428993,https://www.rightmove.co.uk/overseas-property/estate-agents/Private-Seller/Carlo-Valli-217532.html
0,False,Savills Lettings Wembley,0,13,2020-01-29 21:45:53.579591,https://www.rightmove.co.uk/estate-agents/agent/Savills-Lettings/Wembley-217511.html
0,True,Town & Village Properties Ipswich,35,0,2020-01-29 21:45:53.626465,https://www.rightmove.co.uk/estate-agents/agent/Town-and-Village-Properties/Ipswich-217541.html
0,False,Knight Frank Lettings (ILM) Canary Wharf,0,3,2020-01-29 21:45:53.715228,https://www.rightmove.co.uk/estate-agents/agent/Knight-Frank-Lettings-ILM/Canary-Wharf-217514.html
0,False,Savills Lettings Upton Park,0,13,2020-01-29 21:45:53.856865,https://www.rightmove.co.uk/estate-agents/agent/Savills-Lettings/Upton-Park-217508.html
